iter	MultiClass
287	0.6835654149
288	0.6812286907
289	0.6800085037
290	0.6779370423
291	0.6765569345
292	0.6756877852
293	0.6741602212
294	0.6725612795
295	0.669268185
296	0.6675840721
297	0.6671312471
298	0.6660307462
299	0.6649752636
300	0.6620910183
301	0.6603985579
302	0.6590906901
303	0.6573855337
304	0.6554277237
305	0.6541822263
306	0.6520432061
307	0.6515871146
308	0.6507251619
309	0.6492759423
310	0.6471210995
311	0.6440592349
312	0.6430287257
313	0.640757659
314	0.639791583
315	0.6375541399
316	0.6362857625
317	0.634927308
318	0.6329943421
319	0.6314938098
320	0.6296431703
321	0.628101501
322	0.626090433
323	0.6248263118
324	0.6229647845
325	0.6220039685
326	0.620733749
327	0.6191388573
328	0.617723076
329	0.6162767687
330	0.6139887801
331	0.6115368431
332	0.610568545
333	0.6096711994
334	0.6083279643
335	0.6070366894
336	0.6049949068
337	0.6042499424
338	0.6036367584
339	0.6025671154
340	0.6014148831
341	0.60065526
342	0.5999735886
343	0.5993384149
344	0.5974028683
345	0.5963895216
346	0.5951444615
347	0.5943057102
348	0.5931513079
349	0.5911350037
350	0.5896067984
351	0.589152017
352	0.587449554
353	0.5853960239
354	0.5846563296
355	0.5838897844
356	0.5834173089
357	0.5825635075
358	0.5805022246
359	0.5793743444
360	0.5781057586
361	0.5771587406
362	0.5760491343
363	0.5753655761
364	0.5738213528
365	0.573122678
366	0.5722282019
367	0.5715057318
368	0.5704857146
369	0.5690899777
370	0.5664532032
371	0.5646219706
372	0.5637750558
373	0.5626301583
374	0.5614411155
375	0.5610646018
376	0.5604981308
377	0.5596384796
378	0.5584163425
379	0.5576331034
380	0.5572467416
381	0.5552368079
382	0.5543293797
383	0.5536058103
384	0.5522272717
385	0.5514209378
386	0.5496537855
387	0.5484654796
388	0.5474804912
389	0.5455294263
390	0.5440943929
391	0.5428103972
392	0.5414715531
393	0.5399662242
394	0.5384330528
395	0.5372680552
396	0.536426787
397	0.535105891
398	0.5333779672
399	0.531808438
400	0.5311976035
401	0.5303744987
402	0.5298481558
403	0.5283160724
404	0.52677938
405	0.5256489886
406	0.5250536462
407	0.5241805933
408	0.5236573314
409	0.5230986302
410	0.522840079
411	0.5220771627
412	0.5215568824
413	0.5196806964
414	0.5193921361
415	0.519110228
416	0.51836806
417	0.517235667
418	0.5163202213
419	0.5154183637
420	0.5148631223
421	0.5144033208
422	0.5127691133
423	0.5119380247
424	0.5101407064
425	0.5090395079
426	0.5087363307
427	0.5079608372
428	0.5071971679
429	0.5064919528
430	0.50545083
431	0.5046812643
432	0.5037192932
433	0.5029907505
434	0.5022273749
435	0.5016552471
436	0.5003291026
437	0.50010134
438	0.4994968802
439	0.4988557688
440	0.4983078711
441	0.4976794818
442	0.4968683344
443	0.4949780107
444	0.4934243078
445	0.4928454896
446	0.491231753
447	0.4889337281
448	0.4882892465
449	0.4876803778
450	0.4871737523
451	0.4868299569
452	0.4856354081
453	0.4853989552
454	0.4844468046
455	0.4837339753
456	0.4822029065
457	0.4809157384
458	0.4795901545
459	0.4791650437
460	0.4787859938
461	0.4782866712
462	0.4774260835
463	0.4764716383
464	0.476000046
465	0.4754839184
466	0.4743341849
467	0.4732676801
468	0.4717263582
469	0.4708320036
470	0.4684789149
471	0.4678040607
472	0.467350118
473	0.4667572429
474	0.4660113748
475	0.4650806632
476	0.4643252125
477	0.463804097
478	0.4633400631
479	0.4627697105
480	0.4622312071
481	0.4616513701
482	0.4608468113
483	0.4592212005
484	0.4582052728
485	0.4567969584
486	0.4560020392
487	0.4555062176
488	0.4544576382
489	0.4538461063
490	0.4527030391
491	0.452048724
492	0.4517768293
493	0.451134561
494	0.4507525241
495	0.4500292282
496	0.4484049389
497	0.4474844625
498	0.4472458792
499	0.4469340159
500	0.4466356797
501	0.4449769879
502	0.444701372
503	0.4441340955
504	0.4428135357
505	0.4416445904
506	0.4405729325
507	0.4391706605
508	0.4383627374
509	0.4377851589
510	0.4371184733
511	0.4356909194
512	0.4350218384
513	0.4343331896
514	0.4337628052
515	0.4333112257
516	0.4330607904
517	0.4327152617
518	0.4323794311
519	0.4319151203
520	0.430937626
521	0.4302480793
522	0.4285164737
523	0.4282595718
524	0.4278700311
525	0.4275202351
526	0.4268743578
527	0.4261194452
528	0.4247973216
529	0.4244351541
530	0.4240098283
531	0.4234326812
532	0.4225106218
533	0.4213645599
534	0.420781791
535	0.4202077465
536	0.4192628313
537	0.4186315664
538	0.4182059347
539	0.4175132314
540	0.41676317
541	0.4165488484
542	0.4160124008
543	0.4153078664
544	0.4142545077
545	0.4135300684
546	0.4131870058
547	0.413011905
548	0.4128187779
549	0.4119181107
550	0.4109019238
551	0.4104227936
552	0.4099479517
553	0.4092468549
554	0.408699746
555	0.4076398301
556	0.4070687848
557	0.4068073185
558	0.4066065722
559	0.4062194937
560	0.4057443686
561	0.4046510427
562	0.4034269689
563	0.4026997008
564	0.4022165558
565	0.4019306953
566	0.401203869
567	0.4008146946
568	0.4005270963
569	0.3998177196
570	0.399646821
571	0.3987822756
572	0.3981884929
573	0.3979144005
574	0.397346575
575	0.3968464738
576	0.3962685372
577	0.3958406284
578	0.3946840788
579	0.3942128342
580	0.3939394884
581	0.3935522807
582	0.3932804128
583	0.3924654568
584	0.3917671344
585	0.3913031259
586	0.3910717293
587	0.3905089734
588	0.390136166
589	0.3889373925
590	0.3885902632
591	0.3876369648
592	0.3866301168
593	0.3856515346
594	0.3850957032
595	0.3841214402
596	0.3834382199
597	0.3824871342
598	0.3819515749
599	0.3804134984
600	0.3796554027
601	0.3792195902
602	0.3788284846
603	0.3785327219
604	0.3782006392
605	0.3774875487
606	0.3769640237
607	0.3760945506
608	0.3751904855
609	0.3748582215
610	0.3744220575
611	0.3738079287
612	0.37299452
613	0.3725087503
614	0.3718266846
615	0.3714266518
616	0.3708483541
617	0.36981523
618	0.3693268333
619	0.3688826569
620	0.3686438927
621	0.3682279179
622	0.3677299645
623	0.3673853399
624	0.3667861733
625	0.3666511108
626	0.3663564737
627	0.3651781297
628	0.3648813408
629	0.3645923582
630	0.3639761966
631	0.3635515013
632	0.3631567467
633	0.3624738304
634	0.3619905803
635	0.3609236741
636	0.3605567733
637	0.3603084496
638	0.3594445174
639	0.3586088282
640	0.3583149196
641	0.3579673581
642	0.3575615873
643	0.3571545474
644	0.3569249486
645	0.3565952827
646	0.3559448518
647	0.3550203479
648	0.3542398483
649	0.3533304994
650	0.3528166438
651	0.3525662892
652	0.352430558
653	0.3522301274
654	0.3515765849
655	0.35115592
656	0.3503991884
657	0.349294832
658	0.3486080976
659	0.3483451203
660	0.3475043214
661	0.3465704456
662	0.3457515899
663	0.3455543499
664	0.3451707923
665	0.3447502832
666	0.3439754078
667	0.3435623034
668	0.3429643376
669	0.3426014889
670	0.3423035621
671	0.3418278104
672	0.3415744596
673	0.3405906879
674	0.3402962734
675	0.3400206345
676	0.3397010943
677	0.3386953929
678	0.3382484181
679	0.3378060416
680	0.3373603876
681	0.3371551767
682	0.3363543004
683	0.3360652494
684	0.3358547093
685	0.3352832858
686	0.3347361474
687	0.3341876011
688	0.3338694768
689	0.333485842
690	0.3328141389
691	0.3325905224
692	0.3323174364
693	0.3320314712
694	0.3316965959
695	0.3311903356
696	0.3307692678
697	0.3304302316
698	0.3300046412
699	0.3296792728
700	0.3294187275
701	0.3288683586
702	0.3283620944
703	0.3270376319
704	0.3265912622
705	0.3259557773
706	0.3256748936
707	0.3252249464
708	0.3246827558
709	0.3239649978
710	0.3236824468
711	0.3226252399
712	0.3220123182
713	0.3212697776
714	0.3210777404
715	0.3207443738
716	0.3203104142
717	0.3199763533
718	0.3196970522
719	0.3191989396
720	0.3188844001
721	0.3186270825
722	0.3180533761
723	0.3178024281
724	0.3176853171
725	0.3173472699
726	0.3170937159
727	0.3168613284
728	0.3164963309
729	0.3162935369
730	0.3160360945
731	0.3156428276
732	0.3151759113
733	0.3146196225
734	0.3141795825
735	0.3139725162
736	0.3137298752
737	0.3135233194
738	0.3130047558
739	0.3126673494
740	0.3124968703
741	0.3122630774
742	0.3116833415
743	0.3111342815
744	0.3109418392
745	0.3101836192
746	0.3099549834
747	0.3097256469
748	0.3092782397
749	0.3089877324
750	0.3083861391
751	0.3080237674
752	0.3076743497
753	0.3071532341
754	0.3068996832
755	0.3067708416
756	0.306463512
757	0.3059613387
758	0.3055329913
759	0.3050179079
760	0.304663279
761	0.3039227841
762	0.3034720797
763	0.3032999762
764	0.3027547291
765	0.3023218835
766	0.3020347919
767	0.3019076371
768	0.3013611176
769	0.3011958889
770	0.3007376578
771	0.3005433312
772	0.3000382061
773	0.2998630552
774	0.2997331754
775	0.299085051
776	0.2989368674
777	0.2986361435
778	0.2980066438
779	0.2977838409
780	0.2971170495
781	0.2968208453
782	0.296419178
783	0.2960011483
784	0.2955166919
785	0.295090373
786	0.2947522629
787	0.2946384727
788	0.2942467846
789	0.2937753767
790	0.2931603425
791	0.2930388845
792	0.2926962933
793	0.2924018028
794	0.2918144694
795	0.2914576054
796	0.2908061417
797	0.2901453583
798	0.289997699
799	0.2897255422
800	0.2893418854
801	0.2890807864
802	0.2882707649
803	0.287898561
804	0.2876278236
805	0.2869935853
806	0.2868455543
807	0.2859045291
808	0.2854549008
809	0.2849997256
810	0.2847920495
811	0.2844501041
812	0.2841912142
813	0.2838379107
814	0.2836666463
815	0.2831399069
816	0.28298952
817	0.2827069895
818	0.2821559186
819	0.2818304903
820	0.2817071225
821	0.2816048627
822	0.2812574233
823	0.2811596891
824	0.2808684607
825	0.28071396
826	0.2805418787
827	0.2803005005
828	0.2797785932
829	0.2796350102
830	0.2793951364
831	0.279286949
832	0.2789050308
833	0.2786289672
834	0.2785113471
835	0.277913966
836	0.2777544653
837	0.2775440234
838	0.2772907599
839	0.2768770812
840	0.2766322041
841	0.2760823204
842	0.2758135918
843	0.2757173916
844	0.2753705128
845	0.2751966541
846	0.2750998159
847	0.274802602
848	0.2746234816
849	0.2743100839
850	0.2742209438
851	0.2737762751
852	0.2734961096
853	0.2726747585
854	0.2724696827
855	0.2723183275
856	0.2721719257
857	0.2717233995
858	0.2711098213
859	0.2706101517
860	0.2704095835
861	0.2700251406
862	0.2697091337
863	0.2694492032
864	0.2692147835
865	0.269090126
866	0.2684252397
867	0.2683308116
868	0.2680428224
869	0.2679354704
870	0.2677935427
871	0.267594488
872	0.267373284
873	0.2671813062
874	0.26701512
875	0.2666952334
876	0.266517388
877	0.2657750849
878	0.2656724429
879	0.2650838796
880	0.2649546291
881	0.2647974511
882	0.2645371552
883	0.2643586343
884	0.2641951859
885	0.2641291269
886	0.2639547321
887	0.2636226534
888	0.2632216949
889	0.2630621784
890	0.2627400207
891	0.2625166519
892	0.2618150581
893	0.2614191624
894	0.2611014672
895	0.2606267178
896	0.2604665714
897	0.2603404975
898	0.2601911212
899	0.2599769143
900	0.2597000084
901	0.2593708366
902	0.2591569199
903	0.2590767106
904	0.2589510314
905	0.2587324879
906	0.2583729178
907	0.2581722963
908	0.2575832725
909	0.2574177174
910	0.2571604366
911	0.2570080512
912	0.2565644545
913	0.2563192966
914	0.2559280872
915	0.2556902308
916	0.2555965935
917	0.2553961128
918	0.2552702454
919	0.2551837362
920	0.2550796426
921	0.2548361019
922	0.2544900238
923	0.2541821715
924	0.2541117506
925	0.2539431722
926	0.2536594534
927	0.2531216392
928	0.2527091434
929	0.2521977135
930	0.2520705481
931	0.2517526614
932	0.2516073771
933	0.2512834696
934	0.2511020087
935	0.2508664362
936	0.2507986075
937	0.2505704059
938	0.2505124445
939	0.2502221798
940	0.2499531923
941	0.2496439348
942	0.2495813156
943	0.2488958957
944	0.2484858626
945	0.2482309186
946	0.2480364977
947	0.2478632787
948	0.2477296179
949	0.2471557404
950	0.2470782322
951	0.2469246288
952	0.246702214
953	0.2466075075
954	0.2464293317
955	0.2462658363
956	0.2455595675
957	0.2454341405
958	0.24530257
959	0.2446077939
960	0.2445399662
961	0.2440878047
962	0.2436399245
963	0.2435754116
964	0.2434963336
965	0.2431551684
966	0.242970242
967	0.2429007018
968	0.2423681754
969	0.2422140239
970	0.2421345337
971	0.2417194879
972	0.2412703285
973	0.2411220853
974	0.2409021466
975	0.2406291515
976	0.2404854474
977	0.2402328132
978	0.2399224877
979	0.2397686446
980	0.2395689128
981	0.2393677987
982	0.2391457787
983	0.2390219115
984	0.2389327857
985	0.2388306952
986	0.2386649303
987	0.2384835143
988	0.2382921931
989	0.238230877
990	0.2376528166
991	0.2374988985
992	0.2374270742
993	0.2371741356
994	0.2369784344
995	0.2367399078
996	0.2360467117
997	0.2359581507
998	0.2357550272
999	0.2355293056
